Province,Annee,PIB_habitant_USD,Couverture_vaccinale_pct,Accouchements_qualified_pct,Eau_potable_pct,Assainissement_pct,Paludisme_incidence_p1000,Anemie_femmes_pct,Nutrition_infantile_pct,Depense_sante_PIB_pct,Distance_hopital_km,Education_filles_pct,Contraception_pct,Temperature_moy_C,Precipitation_mm,Densite_pop_km2,ma3_Mortalite,lag1_Mortalite,Mortalite_infantile_p1000,Vaccination_complete_pct,Province_enc,lag1_Mortalite_p1000,lag1_Vaccination_pct,ma3_Vaccination,lag1_Accouchements_pct,ma3_Accouchements,lag1_Vaccination_complete_pct,ma3_Vaccination_complete_pct,lag1_Accouchements_qualified_pct,ma3_Accouchements_qualified_pct
Amhara,2020,319.0,57.59,51.89,38.61,25.51,160.2,31.91,29.06,4.92,40.8,46.71,27.31,26.6,504.0,277.8,59.620000000000005,70.54,59.29,67.19,2,59.19,62.19,63.76666666666666,47.94,48.376666666666665,62.19,63.76666666666666,47.94,48.376666666666665
Amhara,2021,302.3,52.24,51.93,44.0,28.05,172.3,31.66,33.36,3.63,40.7,44.1,26.33,21.6,879.0,260.8,58.22666666666667,70.52,56.2,68.03,2,59.29,67.19,65.80333333333333,51.89,50.586666666666666,67.19,65.80333333333333,51.89,50.586666666666666
Amhara,2022,299.9,56.25,51.83,44.69,31.79,164.6,31.5,33.03,3.53,38.9,46.29,24.6,21.5,949.0,252.6,57.64000000000001,71.49,57.43,65.71,2,56.2,68.03,66.97666666666665,51.93,51.88333333333333,68.03,66.97666666666665,51.93,51.88333333333333
Amhara,2023,306.0,55.45,58.35,44.86,24.07,156.6,34.78,32.23,4.69,40.6,46.22,28.65,22.9,635.0,244.5,54.573333333333345,72.01,50.09,69.06,2,57.43,65.71,67.59999999999998,51.83,54.03666666666667,65.71,67.59999999999998,51.83,54.03666666666667
Benishangul,2014,245.4,40.96,44.76,39.71,24.03,204.9,37.56,18.84,4.98,45.1,37.04,19.6,23.6,683.0,177.5,76.24000000000001,76.23,77.11,45.65,3,75.37,44.59,45.120000000000005,43.32,44.04,44.59,45.120000000000005,43.32,44.04
Benishangul,2015,252.5,33.65,44.56,42.47,21.49,254.8,38.06,23.44,4.02,36.4,37.49,21.59,23.1,366.0,199.8,76.41333333333334,77.58,76.76,47.63,3,77.11,45.65,45.95666666666667,44.76,44.21333333333333,45.65,45.95666666666667,44.76,44.21333333333333
Benishangul,2016,251.2,40.21,43.88,45.08,19.17,208.4,33.96,22.88,4.59,38.3,40.04,15.44,24.9,698.0,201.7,72.34666666666668,79.72,63.17,48.55,3,76.76,47.63,47.276666666666664,44.56,44.400000000000006,47.63,47.276666666666664,44.56,44.400000000000006
Benishangul,2017,250.7,43.38,39.02,43.42,23.92,250.8,33.0,20.73,4.8,48.4,35.7,20.38,22.8,968.0,179.6,69.14,78.78,67.49,44.32,3,63.17,48.55,46.833333333333336,43.88,42.48666666666667,48.55,46.833333333333336,43.88,42.48666666666667
Benishangul,2018,257.8,39.39,41.59,46.39,25.16,258.5,30.82,22.43,3.44,43.2,40.09,24.38,22.1,925.0,221.1,66.17999999999999,77.53,67.88,49.29,3,67.49,44.32,47.38666666666666,39.02,41.49666666666667,44.32,47.38666666666666,39.02,41.49666666666667
Benishangul,2019,261.9,38.95,45.54,39.45,25.81,202.3,33.07,26.13,3.82,45.3,43.29,18.11,23.0,589.0,224.7,68.85000000000001,79.04,71.18,52.62,3,67.88,49.29,48.74333333333333,41.59,42.050000000000004,49.29,48.74333333333333,41.59,42.050000000000004
Benishangul,2020,254.1,38.87,44.01,39.04,20.94,224.0,32.61,21.2,3.53,41.1,41.59,24.23,23.9,905.0,194.3,69.87666666666667,78.77,70.57,51.07,3,71.18,52.62,50.99333333333334,45.54,43.71333333333333,52.62,50.99333333333334,45.54,43.71333333333333
Benishangul,2021,251.0,37.06,48.14,44.65,26.18,197.1,39.22,22.43,4.73,44.7,40.51,25.78,22.8,871.0,202.4,70.40333333333332,81.58,69.46,55.15,3,70.57,51.07,52.946666666666665,44.01,45.89666666666667,51.07,52.946666666666665,44.01,45.89666666666667
Benishangul,2022,261.8,43.75,50.51,41.62,24.61,102.9,35.63,22.72,5.05,45.2,39.27,24.35,19.9,895.0,208.7,67.68666666666667,76.81,63.03,51.18,3,69.46,55.15,52.46666666666666,48.14,47.553333333333335,55.15,52.46666666666666,48.14,47.553333333333335
Benishangul,2023,260.1,44.49,49.67,44.99,30.06,186.4,35.42,21.83,3.82,45.8,46.65,24.23,21.5,719.0,184.0,66.45,75.75,66.86,52.72,3,63.03,51.18,53.01666666666667,50.51,49.44,51.18,53.01666666666667,50.51,49.44
Dire_Dawa,2014,675.2,68.84,79.19,48.45,40.46,149.8,25.71,41.93,4.95,44.7,57.59,38.02,19.9,749.0,529.2,40.894999999999996,50.9,41.88,82.53,4,39.91,78.12,80.325,72.11,75.65,78.12,80.325,72.11,75.65
Dire_Dawa,2015,652.6,67.07,81.54,55.28,34.97,178.6,25.2,38.28,5.06,40.4,49.77,35.38,21.1,503.0,495.5,39.50333333333333,52.38,36.72,78.3,4,41.88,82.53,79.64999999999999,79.19,77.61333333333333,82.53,79.64999999999999,79.19,77.61333333333333
Dire_Dawa,2016,672.1,68.06,77.07,54.84,36.02,151.4,30.28,40.6,3.98,42.8,57.04,45.26,19.6,940.0,507.7,37.53333333333333,50.79,34.0,80.44,4,36.72,78.3,80.42333333333333,81.54,79.26666666666667,78.3,80.42333333333333,81.54,79.26666666666667
Dire_Dawa,2017,649.5,73.18,79.06,56.06,37.71,185.5,23.35,44.73,4.35,44.3,58.39,39.37,19.0,616.0,559.7,36.2,53.12,37.88,85.7,4,34.0,80.44,81.48,77.07,79.22333333333334,80.44,81.48,77.07,79.22333333333334
Dire_Dawa,2018,657.0,71.06,79.52,56.38,32.48,202.5,26.61,40.6,4.27,29.2,53.35,42.2,20.4,838.0,500.3,35.72,50.73,35.28,83.76,4,37.88,85.7,83.3,79.06,78.55,85.7,83.3,79.06,78.55
Dire_Dawa,2019,664.6,69.2,81.88,55.51,34.25,166.7,25.45,43.04,4.89,23.0,53.05,38.24,22.5,1039.0,496.8,35.20666666666667,52.23,32.46,85.17,4,35.28,83.76,84.87666666666667,79.52,80.15333333333332,83.76,84.87666666666667,79.52,80.15333333333332
Dire_Dawa,2020,650.0,74.88,78.49,52.92,33.06,214.2,26.18,38.5,3.65,37.3,57.01,40.63,22.3,1032.0,503.8,33.34,50.55,32.28,80.96,4,32.46,85.17,83.29666666666667,81.88,79.96333333333332,85.17,83.29666666666667,81.88,79.96333333333332
Dire_Dawa,2021,665.0,74.74,79.53,51.96,33.88,116.1,31.09,42.59,4.41,49.7,51.94,36.62,19.8,786.0,532.9,30.11,56.86,25.59,88.52,4,32.28,80.96,84.88333333333334,78.49,79.96666666666667,80.96,84.88333333333334,78.49,79.96666666666667
Dire_Dawa,2022,659.9,73.34,81.38,62.9,37.38,158.7,31.05,40.47,3.98,19.6,54.07,40.99,22.2,830.0,477.7,30.47,53.36,33.54,82.75,4,25.59,88.52,84.07666666666667,79.53,79.8,88.52,84.07666666666667,79.53,79.8
Dire_Dawa,2023,654.1,74.81,80.35,57.03,32.7,155.2,22.41,46.1,4.55,45.9,55.09,39.43,20.5,975.0,498.7,28.103333333333335,52.43,25.18,87.9,4,33.54,82.75,86.38999999999999,81.38,80.42,82.75,86.38999999999999,81.38,80.42
Gambela,2014,221.9,31.67,34.97,33.92,29.17,215.8,37.79,17.0,3.17,44.2,37.04,18.1,21.8,853.0,171.5,78.325,82.73,74.14,34.24,5,82.51,38.1,36.17,29.6,32.285,38.1,36.17,29.6,32.285
Gambela,2015,223.6,31.43,37.58,35.5,20.51,174.1,33.38,19.9,4.93,42.2,40.6,14.06,23.3,639.0,185.2,77.24333333333334,83.98,75.08,44.83,5,74.14,34.24,39.056666666666665,34.97,34.050000000000004,34.24,39.056666666666665,34.97,34.050000000000004
Gambela,2016,221.3,31.85,37.13,38.78,21.51,226.2,35.85,20.5,4.68,37.2,41.44,16.74,23.2,924.0,118.7,74.84666666666668,81.3,75.32,47.24,5,75.08,44.83,42.10333333333333,37.58,36.56,44.83,42.10333333333333,37.58,36.56
Gambela,2017,219.1,33.43,36.17,38.77,25.6,231.9,29.07,18.14,3.94,49.4,31.46,28.45,23.1,830.0,211.4,76.18333333333334,83.31,78.15,42.98,5,75.32,47.24,45.01666666666667,37.13,36.96,47.24,45.01666666666667,37.13,36.96
Gambela,2018,221.2,31.52,41.91,34.43,22.27,162.5,36.17,19.43,4.29,41.4,49.06,25.38,19.5,847.0,157.8,76.26,79.99,75.31,44.14,5,78.15,42.98,44.78666666666667,36.17,38.403333333333336,42.98,44.78666666666667,36.17,38.403333333333336
Gambela,2019,228.3,38.92,40.62,42.23,24.8,195.8,33.28,23.02,4.33,50.7,37.87,18.14,20.9,775.0,144.1,74.54333333333334,79.47,70.17,47.36,5,75.31,44.14,44.82666666666666,41.91,39.56666666666666,44.14,44.82666666666666,41.91,39.56666666666666
Gambela,2020,222.9,32.55,42.91,39.34,25.23,234.8,34.11,17.79,4.35,39.0,39.28,26.28,23.7,832.0,137.8,72.81333333333333,83.59,72.96,50.14,5,70.17,47.36,47.21333333333333,40.62,41.81333333333333,47.36,47.21333333333333,40.62,41.81333333333333
Gambela,2021,232.6,37.32,37.3,46.99,25.04,189.0,34.25,20.88,3.57,44.5,44.62,16.23,25.1,1024.0,162.2,72.37666666666667,82.0,74.0,49.48,5,72.96,50.14,48.99333333333333,42.91,40.276666666666664,50.14,48.99333333333333,42.91,40.276666666666664
Gambela,2022,228.5,36.58,42.47,38.92,29.34,232.2,33.38,18.03,4.03,49.1,42.55,27.06,23.6,994.0,185.8,73.60000000000001,81.71,73.84,48.27,5,74.0,49.48,49.29666666666666,37.3,40.893333333333324,49.48,49.29666666666666,37.3,40.893333333333324
Gambela,2023,225.2,34.91,38.34,43.57,22.53,190.9,32.78,23.24,4.07,57.2,46.92,23.56,20.0,383.0,131.8,72.65,84.07,70.11,50.78,5,73.84,48.27,49.51,42.47,39.37,48.27,49.51,42.47,39.37
Harari,2014,596.7,64.44,74.6,49.18,32.6,148.8,31.15,40.28,4.23,36.9,55.29,36.7,22.0,752.0,482.3,49.41,51.84,47.29,78.17,6,51.53,78.43,78.30000000000001,70.94,72.77,78.43,78.30000000000001,70.94,72.77
Harari,2015,602.9,64.39,76.33,44.6,37.63,147.0,24.9,38.72,5.24,38.1,47.29,38.76,23.5,908.0,501.5,45.973333333333336,58.28,39.1,83.45,6,47.29,78.17,80.01666666666667,74.6,73.95666666666666,78.17,80.01666666666667,74.6,73.95666666666666
Harari,2016,611.4,62.32,76.02,48.25,33.68,213.1,21.78,39.86,5.16,36.5,53.69,36.55,22.7,746.0,443.5,42.67333333333334,56.06,41.63,80.46,6,39.1,83.45,80.69333333333333,76.33,75.64999999999999,83.45,80.69333333333333,76.33,75.64999999999999
Harari,2017,603.5,71.34,78.75,46.64,33.83,171.9,28.09,43.42,4.59,40.3,48.46,35.34,23.2,489.0,486.0,40.64000000000001,55.06,41.19,81.17,6,41.63,80.46,81.69333333333333,76.02,77.03333333333333,80.46,81.69333333333333,76.02,77.03333333333333
Harari,2018,597.1,69.41,76.57,48.22,34.87,244.7,27.95,41.51,4.64,32.3,47.04,34.38,19.2,1141.0,476.5,39.79,56.33,36.55,79.25,6,41.19,81.17,80.29333333333334,78.75,77.11333333333333,81.17,80.29333333333334,78.75,77.11333333333333
Harari,2019,623.1,71.31,78.15,53.31,33.6,178.0,24.91,40.89,4.06,38.6,51.56,44.62,21.9,519.0,476.0,37.699999999999996,57.51,35.36,77.69,6,36.55,79.25,79.37,76.57,77.82333333333334,79.25,79.37,76.57,77.82333333333334
Harari,2020,596.0,69.29,77.51,53.22,34.87,148.5,27.18,41.07,4.67,38.8,54.81,40.03,22.8,891.0,432.5,36.52333333333333,55.72,37.66,82.06,6,35.36,77.69,79.66666666666667,78.15,77.41000000000001,77.69,79.66666666666667,78.15,77.41000000000001
Harari,2021,607.5,73.01,78.59,52.37,35.92,169.7,27.63,40.98,4.97,40.6,60.83,35.44,23.0,694.0,453.9,38.25666666666666,55.21,41.75,85.28,6,37.66,82.06,81.67666666666666,77.51,78.08333333333333,82.06,81.67666666666666,77.51,78.08333333333333
Harari,2022,619.5,65.98,79.42,54.56,35.98,192.2,26.49,41.4,4.22,29.0,55.43,34.68,21.2,601.0,496.5,36.73666666666667,53.05,30.8,84.66,6,41.75,85.28,84.0,78.59,78.50666666666667,85.28,84.0,78.59,78.50666666666667
Harari,2023,620.6,71.66,81.5,56.47,37.12,101.3,26.89,42.43,4.14,51.8,53.09,38.88,23.1,682.0,424.6,34.550000000000004,56.54,31.1,83.4,6,30.8,84.66,84.44666666666667,79.42,79.83666666666666,84.66,84.44666666666667,79.42,79.83666666666666
Kikuyu_Central,2014,2774.7,86.9,100.0,100.0,87.67,0.0,0.0,56.64,6.96,0.0,100.0,100.0,25.4,578.0,2269.3,9.844999999999999,30.06,7.67,100.0,7,12.02,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Kikuyu_Central,2015,2814.8,91.58,100.0,100.0,79.9,0.0,0.0,53.9,6.64,0.0,100.0,100.0,21.3,700.0,2234.9,8.62,30.73,6.17,100.0,7,7.67,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Kikuyu_Central,2016,2935.0,91.75,100.0,100.0,79.05,0.0,0.0,54.56,6.44,0.0,100.0,100.0,21.2,1217.0,2252.9,6.28,30.81,5.0,100.0,7,6.17,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Kikuyu_Central,2017,2873.0,92.8,100.0,100.0,85.15,0.0,0.0,48.94,6.69,0.0,100.0,100.0,23.3,852.0,2275.9,5.776666666666666,31.76,6.16,100.0,7,5.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Kikuyu_Central,2018,2800.2,90.02,100.0,100.0,84.43,0.0,0.0,54.33,6.71,0.0,100.0,100.0,24.6,842.0,2235.2,5.386666666666667,29.42,5.0,100.0,7,6.16,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Kikuyu_Central,2019,2945.0,97.81,100.0,100.0,86.3,0.0,0.0,55.54,6.55,4.6,100.0,100.0,21.7,928.0,2238.1,5.386666666666667,31.11,5.0,100.0,7,5.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Kikuyu_Central,2020,2800.3,93.52,100.0,100.0,87.89,0.0,0.0,56.28,6.94,0.0,100.0,100.0,21.3,725.0,2210.6,5.0,30.0,5.0,100.0,7,5.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Kikuyu_Central,2021,2973.6,97.47,100.0,100.0,91.7,0.0,0.0,49.72,7.39,6.3,100.0,100.0,20.5,877.0,2273.7,5.0,31.61,5.0,100.0,7,5.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Kikuyu_Central,2022,2865.1,94.89,100.0,100.0,89.86,0.0,0.0,54.74,7.25,0.0,100.0,100.0,24.1,819.0,2224.7,5.0,30.75,5.0,100.0,7,5.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Kikuyu_Central,2023,2866.1,90.66,100.0,100.0,94.15,0.0,0.0,57.7,6.39,0.0,100.0,100.0,22.3,860.0,2216.5,5.0,34.13,5.0,100.0,7,5.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Lac_Victoria,2014,382.0,56.98,59.6,37.83,20.96,257.2,29.79,29.83,3.27,39.2,43.15,28.65,19.2,596.0,333.5,54.89,59.64,55.74,62.21,8,54.04,60.21,61.21,58.76,59.18,60.21,61.21,58.76,59.18
Lac_Victoria,2015,401.8,46.03,60.18,48.57,23.12,192.4,31.47,26.0,5.24,34.8,45.85,26.74,24.5,981.0,313.0,52.620000000000005,63.2,48.08,67.85,8,55.74,62.21,63.423333333333325,59.6,59.51333333333333,62.21,63.423333333333325,59.6,59.51333333333333
Lac_Victoria,2016,413.6,54.88,66.58,45.16,20.94,175.2,34.02,32.43,4.99,45.2,41.93,25.11,22.2,437.0,370.2,49.95666666666667,63.84,46.05,69.49,8,48.08,67.85,66.51666666666667,60.18,62.120000000000005,67.85,66.51666666666667,60.18,62.120000000000005
Lac_Victoria,2017,394.2,57.51,64.53,39.16,28.08,223.0,30.2,34.73,3.57,30.0,45.74,28.08,20.6,1062.0,335.9,48.51,61.82,51.4,64.41,8,46.05,69.49,67.24999999999999,66.58,63.76333333333334,69.49,67.24999999999999,66.58,63.76333333333334
Lac_Victoria,2018,399.5,62.32,64.46,40.33,31.1,198.8,34.55,35.15,4.57,37.3,48.76,28.5,23.4,469.0,333.4,48.94333333333333,64.48,49.38,68.83,8,51.4,64.41,67.57666666666665,64.53,65.19,64.41,67.57666666666665,64.53,65.19
Lac_Victoria,2019,399.2,61.67,61.85,47.9,32.17,174.9,29.61,33.08,4.62,38.8,47.95,29.92,20.0,1004.0,345.9,47.910000000000004,63.73,42.95,70.29,8,49.38,68.83,67.84333333333333,64.46,63.61333333333334,68.83,67.84333333333333,64.46,63.61333333333334
Lac_Victoria,2020,399.5,55.71,67.37,44.64,27.16,214.1,31.04,30.13,4.97,35.3,46.66,30.84,22.4,1119.0,334.4,46.833333333333336,65.27,48.17,70.05,8,42.95,70.29,69.72333333333334,61.85,64.56,70.29,69.72333333333334,61.85,64.56
Lac_Victoria,2021,411.6,59.6,64.16,46.23,27.25,189.5,35.21,30.59,3.42,37.3,42.43,28.73,23.0,722.0,277.2,43.870000000000005,63.29,40.49,70.62,8,48.17,70.05,70.32000000000001,67.37,64.46000000000001,70.05,70.32000000000001,67.37,64.46000000000001
Lac_Victoria,2022,418.4,62.86,66.19,46.41,28.93,170.5,32.01,36.97,3.73,35.1,51.96,33.56,21.3,1071.0,330.2,44.77,62.11,45.65,77.49,8,40.49,70.62,72.72,64.16,65.90666666666667,70.62,72.72,64.16,65.90666666666667
Lac_Victoria,2023,412.4,62.17,70.35,57.89,29.54,171.8,29.49,36.39,4.83,38.0,50.06,26.47,22.4,991.0,371.2,42.34,60.08,40.88,69.92,8,45.65,77.49,72.67666666666668,66.19,66.89999999999999,77.49,72.67666666666668,66.19,66.89999999999999
Mombasa_Cote,2014,1202.3,70.03,87.73,64.59,43.94,83.9,18.08,44.93,4.33,36.7,77.99,58.64,20.7,1465.0,920.4,30.71,45.27,31.67,88.1,9,29.75,91.28,89.69,88.84,88.285,91.28,89.69,88.84,88.285
Mombasa_Cote,2015,1184.4,72.57,90.3,71.19,44.11,79.2,19.77,42.8,4.57,24.7,71.21,53.76,22.7,691.0,1011.3,28.94666666666667,44.4,25.42,87.51,9,31.67,88.1,88.96333333333332,87.73,88.95666666666666,88.1,88.96333333333332,87.73,88.95666666666666
Mombasa_Cote,2016,1210.2,73.75,86.53,69.08,45.17,58.4,18.92,44.7,4.81,41.2,71.76,56.39,23.7,980.0,971.8,27.313333333333333,45.68,24.85,90.49,9,25.42,87.51,88.7,90.3,88.18666666666667,87.51,88.7,90.3,88.18666666666667
Mombasa_Cote,2017,1204.0,80.37,92.12,69.58,45.26,81.6,9.38,43.94,5.27,25.6,71.57,60.13,24.0,862.0,942.8,26.05666666666667,45.87,27.9,89.09,9,24.85,90.49,89.03000000000002,86.53,89.64999999999999,90.49,89.03000000000002,86.53,89.64999999999999
Mombasa_Cote,2018,1226.1,73.02,94.27,66.64,41.69,126.0,14.85,45.1,5.19,18.2,72.36,56.8,24.8,629.0,954.1,25.72666666666667,45.86,24.43,90.23,9,27.9,89.09,89.93666666666667,92.12,90.97333333333334,89.09,89.93666666666667,92.12,90.97333333333334
Mombasa_Cote,2019,1222.3,78.35,95.64,67.38,47.72,102.4,17.88,44.84,5.3,13.0,78.67,60.51,23.4,733.0,969.2,24.956666666666667,45.68,22.54,93.29,9,24.43,90.23,90.87,94.27,94.00999999999999,90.23,90.87,94.27,94.00999999999999
