Annee,Region,Insuffisance_ponderale,Malnutrition_chronique,Malnutrition_aigue,Temp_max_moy,Temp_max_abs,Temp_min_moy,Temp_min_abs,Precipitation_annuelle_mm,Precipitation_max_jour_mm,Humidite_max_moy,Vent_max_kmh,Vent_moy_kmh,Pression_max_moy,Couverture_nuageuse_moy,UV_moy,Ensoleillement_total_h,Ensoleillement_moy_h_jour,Nb_jours_pluie,Nb_jours_chaud,Precip_saison_cyclonique_mm,Vent_max_saison_cyclonique,Nb_jours_vent_fort_cyclone,Precip_saison_seche_mm,Temp_max_seche,Croissance_PIB_pct,Inflation_moy_pct,Chomage_national_pct,Pauvrete_national_pct,Production_riz_paddy_tonnes,Production_cafe_tonnes,Import_miel_tons,Export_miel_tons,Cout_alimentation_saine_PPA,Cout_legumes_PPA,Cout_fruits_PPA,Pop_rgph3_2018,Pop_estimee,Superficie_km2,Densite_pop,Cycl_nbre_cyclones,Cycl_sinistres_total,Cycl_decedes_total,Cycl_max_categorie_Saffir,Annee_sin,Annee_cos,Insuffisance_ponderale_lag1,Insuffisance_ponderale_delta,Insuffisance_ponderale_ma3,Malnutrition_chronique_lag1,Malnutrition_chronique_delta,Malnutrition_chronique_ma3,Malnutrition_aigue_lag1,Malnutrition_aigue_delta,Malnutrition_aigue_ma3,Insuffisance_ponderale_moy_region,Insuffisance_ponderale_std_region,Malnutrition_chronique_moy_region,Malnutrition_chronique_std_region,Malnutrition_aigue_moy_region,Malnutrition_aigue_std_region,Stress_thermique,Amplitude_thermique,Indice_vuln_cyclone,R_Alaotra Mangoro,R_Amoron'i Mania,R_Analamanga,R_Analanjirofo,R_Androy,R_Anosy,R_Atsimo-Andrefana,R_Atsinanana,R_Betsiboka,R_Boeny,R_Bongolava,R_Diana,R_Haute Matsiatra,R_Ihorombe,R_Itasy,R_Melaky,R_Menabe,R_Sava,R_Sofia,R_Vakinankaratra,R_Vatovavy Fitovinany,PIB_Agriculture_MrdAr,Part_Agriculture_PIB_pct,PIB_Agriculture_croissance_pct,Pluie_APIPA_mm,Pluie_APIPA_max_jour_mm,Debit_max_APIPA_m3s,Debit_moy_APIPA_m3s,Chomage_2010_pct,Chomage_2012_pct,Sous_emploi_inadequat_2012_pct,Sous_emploi_duree_2012_pct,Source_enquete,FAO_stunted_children_pct,FAO_wasting_children_pct,Food_supply_variability_kcal,Pauvrete_region_2021_pct,Pauvrete_region_2010_pct,Pauvrete_region_est_pct,Acces_eau_potable_pct,Assainissement_ameliore_pct,Alpha_tisation_pct,Scolarisation_primaire_net_pct,Couverture_sanitaire_CSB2_10000hab,Vaccination_DTC3_pct,GDP_per_capita_PPP_const2017,FAO_acces_eau_base_pct,FAO_assainissement_base_pct,FAO_eau_securisee_pct,FAO_assainissement_securise_pct,Anemie_femmes_15_49_pct,Allaitement_exclusif_0_5m_pct,Faible_poids_naissance_pct,Stabilite_politique_index,Prod_alimentaire_variability,Besoins_energetiques_kcal_j,Besoins_energetiques_min_kcal_j,CV_consommation_calorique,Pertes_caloriques_detail_pct,Nb_enfants_retard_croissance_M,Nb_enfants_emaciation_M,Nb_nouveau_ne_faible_poids_M,Densite_ferree_km_100km2,Mais_prod_nationale_tonnes,Mais_surface_ha,Mais_rendement_hg_ha,Manioc_prod_nationale_tonnes,Manioc_surface_ha,Manioc_rendement_hg_ha,Manioc_par_habitant_kg,Riz_paddy_prod_nationale_tonnes,Riz_par_habitant_kg,Kcal_dispo_riz_manioc_par_jour,R_Atsimo-Atsinanana
2021,Anosy,29.3,46.8,9.9,27.22465753424657,36.0,20.44383561643836,15.0,2434.0,117.1,85.71232876712328,35.0,20.767123287671232,1018.3835616438356,41.80513698630137,5.838356164383562,6963.7,9.539315068493153,514.0,8.0,875.2,33.0,0.0,1474.2,24.88043478260869,6.0,5.5,5.0,78.0,,,,,3.34,0.41,0.43,789000.0,854369.3051957947,20900.0,40.87891412420071,2,3000,5,2,-0.9096319953545186,0.415415013001886,29.3,0.0,29.3,46.8,0.0,46.8,9.9,0.0,9.9,26.629571373334823,2.2627571796589234,41.39259215312615,4.320090395647736,8.4521422142994,1.308760540073161,11.185151000101303,6.780821917808218,1.499,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,3.6,0.6,78.91,8.9,EDSM_2021,39.4,7.2,15.0,80.2,78.5,80.2,35.4,8.9,38.5,52.3,0.5,42.8,1463.6,,,,,,54.4,,-0.64,,2184.0,1709.0,0.28,1.67,1.6,0.3,,,232026.0,126200.0,18386.0,2439642.0,306295.0,79650.0,86.46686673995505,4391386,155.6414375821142,1871.484981702268,0
2022,Anosy,29.3,46.8,9.9,27.54794520547945,35.0,20.156164383561645,15.0,3169.0,191.7,86.7095890410959,55.0,21.83561643835617,1018.2712328767124,42.11061643835617,5.863013698630137,6912.2,9.468767123287671,522.0,0.0,2221.4,55.0,2.0,645.6,26.05434782608696,3.8,10.6,5.5,77.5,,,,,3.65,,,789000.0,876910.4449184823,20900.0,41.95743755590824,4,0,0,4,-0.5406408174555974,0.8412535328311812,29.3,0.0,29.3,46.8,0.0,46.8,9.9,0.0,9.9,26.629571373334823,2.2627571796589234,41.39259215312615,4.320090395647736,8.4521422142994,1.308760540073161,8.692945789043689,7.391780821917806,2.965,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,3.6,0.6,78.91,8.9,EDSM_2021,38.6,7.2,,80.2,78.5,80.35454545454546,35.4,8.9,38.5,52.3,0.5,42.8,,,,,,,,,,,2187.0,1711.0,0.3,1.67,1.6,,,,,,,,,,,4200000,145.03182270084608,1390.716108090305,0
2012,Atsimo-Atsinanana,33.64729603219853,48.35840222508536,9.918526276763693,,,,,,,,,,,,,,,,,,,,,,3.1,6.1,5.4,71.5,,66900.0,1.54,20.2,,,,,,,,2,0,0,1,0.0,1.0,,,33.64729603219853,,,48.35840222508536,,,9.918526276763693,24.99950836949064,10.05266857445448,35.70152767728825,14.650188627155336,7.721550232138854,4.516620519191582,,,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3502.0987811488167,2090.852667066967,,,,,,,,,,ENSOMD_2012,47.3,7.5,21.0,,,,,,,,,,1497.0,46.2,9.1,15.5,7.7,37.5,41.9,19.5,-0.54,4.6,2133.0,1675.0,0.28,1.69,1.7,0.3,0.2,0.1,447948.0,269997.0,16591.0,3621309.0,475658.0,76133.0,163.65611496037585,4550649,205.65534062084168,2689.4341811220474,1
2013,Atsimo-Atsinanana,33.64729603219853,48.35840222508536,9.918526276763693,,,,,,,,,,,,,,,,,,,,,,2.3,5.5,1.3,72.0,,63750.0,1.78,34.5,,,,,,,,3,0,0,2,0.5406408174555976,0.8412535328311812,33.64729603219853,0.0,33.64729603219853,48.35840222508536,0.0,48.35840222508536,9.918526276763693,0.0,9.918526276763693,24.99950836949064,10.05266857445448,35.70152767728825,14.650188627155336,7.721550232138854,4.516620519191582,,,1.7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3222.9938264013444,1869.6956328105864,-7.96964826491603,,,,,,,,,ENSOMD_2012,46.5,,24.0,,,,,,,,,,1491.1,47.1,9.5,16.1,8.1,37.4,,19.4,-0.66,3.9,2137.0,1678.0,0.28,1.67,1.7,,0.2,0.1,380848.0,229684.0,16581.0,3114578.0,401316.0,77609.0,136.8814248515654,3610626,158.68205306982463,2121.6368917997006,1
2014,Atsimo-Atsinanana,14.5,20.4,3.1,,,,,,,,,,,,,,,,,,,,,,3.3,7.2,1.5,72.5,,49223.0,1.55,16.8,,,,,,,,4,45000,68,3,0.9096319953545184,0.4154150130018864,33.64729603219853,-19.147296032198533,27.264864021465687,48.35840222508536,-27.95840222508536,39.038934816723575,9.918526276763693,-6.818526276763693,7.645684184509129,24.99950836949064,10.05266857445448,35.70152767728825,14.650188627155336,7.721550232138854,4.516620519191582,,,2.4000000000000004,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3247.217788854804,1845.951058261545,0.7515981648809733,,,,,,,,,MICS_2018,45.7,,35.0,,,,,,,,,,1500.9,48.0,9.9,16.7,8.4,37.4,,19.4,-0.56,10.5,2142.0,1681.0,0.28,1.67,1.7,,0.2,0.1,366172.0,217542.0,16832.0,2929743.0,376323.0,77852.0,125.20280318296454,3977863,169.99429584021428,2178.91649461231,1
2015,Atsimo-Atsinanana,14.5,20.4,3.1,,,,,,,,,,,,,,,,,,,,,,3.3,8.2,1.8,73.0,,47507.0,2.71,53.6,,,,,,,,3,0,0,1,0.9898214418809328,-0.142314838273285,14.5,0.0,20.882432010732845,20.4,0.0,29.719467408361783,3.1,0.0,5.372842092254564,24.99950836949064,10.05266857445448,35.70152767728825,14.650188627155336,7.721550232138854,4.516620519191582,,,1.2999999999999998,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3155.481221746184,1718.2949329657465,-2.8250820571222857,,,,,,,,,MICS_2018,45.0,,52.0,,,,,,,,,,1508.4,48.9,10.3,17.3,8.7,37.4,,19.3,-0.43,11.0,2147.0,1684.0,0.28,1.67,1.7,,0.2,0.1,329367.0,192137.0,17142.0,2676952.0,346550.0,77246.0,111.25226780008892,3722304,154.69637163510671,1971.071038912372,1
2016,Atsimo-Atsinanana,14.5,20.4,3.1,,,,,,,,,,,,,,,,,,,,,,4.2,6.9,2.0,74.0,,53093.0,2.72,57.1,,,,,,,,3,10000,15,3,0.7557495743542583,-0.654860733945285,14.5,0.0,14.5,20.4,0.0,20.4,3.1,0.0,3.1,24.99950836949064,10.05266857445448,35.70152767728825,14.650188627155336,7.721550232138854,4.516620519191582,,,2.1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3184.2017671732337,1616.7507251586012,0.910179570365388,,,,,,,,,MICS_2018,44.2,,69.0,,,,,,,,,,1528.6,49.8,10.7,17.9,9.1,37.5,,19.2,-0.29,11.2,2151.0,1687.0,0.28,1.67,1.7,,0.2,,316331.0,182758.0,17309.0,2629478.0,342723.0,76723.0,106.42153195622512,3815849,154.4369248549065,1947.4073647181729,1
2017,Atsimo-Atsinanana,14.5,20.4,3.1,,,,,,,,,,,,,,,,,,,,,,4.1,8.4,2.5,75.0,,59602.0,3.19,58.7,3.08,,,,,,,3,83000,80,4,0.2817325568414296,-0.9594929736144974,14.5,0.0,14.5,20.4,0.0,20.4,3.1,0.0,3.1,24.99950836949064,10.05266857445448,35.70152767728825,14.650188627155336,7.721550232138854,4.516620519191582,,,2.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3207.061056780647,1661.9746049336782,0.71789702031686,,,,,,,,,MICS_2018,43.4,,59.0,,,,,,,,,,1548.2,50.7,11.1,18.5,9.4,37.5,,19.0,-0.3,10.1,2155.0,1690.0,0.28,1.67,1.7,,0.2,,281487.0,161716.0,17406.0,2522722.0,328799.0,76725.0,99.40158663107492,3600500,141.86874838574573,1796.1182409858354,1
2018,Atsimo-Atsinanana,14.5,20.4,3.1,,,,,,,,,,,,,,,,,,,,,,4.6,8.6,4.2,75.3,,60114.0,5.59,93.6,3.18,,,,,,,2,0,0,2,-0.2817325568414294,-0.9594929736144976,14.5,0.0,14.5,20.4,0.0,20.4,3.1,0.0,3.1,24.99950836949064,10.05266857445448,35.70152767728825,14.650188627155336,7.721550232138854,4.516620519191582,,,1.4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3309.0533149764565,1665.830970966667,3.1802406125124527,,,,,,,,,MICS_2018,42.4,6.4,25.0,,,,,,,,,,1557.3,51.6,11.5,19.2,9.7,37.7,50.6,18.9,-0.58,2.5,2159.0,1692.0,0.28,1.67,1.7,0.3,0.2,0.1,215000.0,122963.0,17485.0,2500000.0,319450.0,78260.0,95.9471906662573,4030000,154.66687135400676,1903.6974104247545,1
2019,Atsimo-Atsinanana,33.8,48.5,12.4,,,,,,,,,,,,,,,,,,,,,,5.0,6.3,4.0,75.2,,65760.0,11.2,92.5,3.21,,,,,,,2,0,0,1,-0.7557495743542582,-0.6548607339452852,14.5,19.3,20.933333333333334,20.4,28.1,29.766666666666666,3.1,9.3,6.2,24.99950836949064,10.05266857445448,35.70152767728825,14.650188627155336,7.721550232138854,4.516620519191582,,,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3560.435825605637,1745.795143860416,7.596810528601883,,,,,,,,,EDSM_2021,41.4,,20.0,,,,,,,,,,1585.5,52.5,11.9,19.9,10.1,37.8,,18.8,-0.32,3.0,2163.0,1695.0,0.28,1.67,1.7,,0.2,0.1,219220.0,126258.0,17363.0,2913862.0,369977.0,78758.0,108.84550003093987,3910629,146.0791104522089,1877.889552417082,1
2020,Atsimo-Atsinanana,33.8,48.5,12.4,,,,,,,,,,,,,,,,,,,,,,5.5,7.2,4.5,77.4,,,0.98,102.5,3.2,,,,,,,3,0,0,2,-0.9898214418809328,-0.1423148382732852,33.8,0.0,27.366666666666664,48.5,0.0,39.13333333333333,12.4,0.0,9.3,24.99950836949064,10.05266857445448,35.70152767728825,14.650188627155336,7.721550232138854,4.516620519191582,,,1.7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3583.02095770052,1996.883604241949,0.6343361656024449,,,,,,,,,EDSM_2021,40.4,,22.0,,,,,,,,,,1436.2,53.4,12.3,20.5,10.4,,,18.7,-0.53,4.2,2167.0,1697.0,0.28,1.67,1.6,,0.2,0.1,224883.0,127026.0,17704.0,2599679.0,328226.0,79204.0,94.58793328879533,4227927,153.830867974814,1889.7225511614288,1
2021,Atsimo-Atsinanana,33.8,48.5,12.4,,,,,,,,,,,,,,,,,,,,,,6.0,5.5,5.0,78.0,,,,,3.34,0.41,0.43,,,,,2,3000,5,2,-0.9096319953545186,0.415415013001886,33.8,0.0,33.8,48.5,0.0,48.5,12.4,0.0,12.4,24.99950836949064,10.05266857445448,35.70152767728825,14.650188627155336,7.721550232138854,4.516620519191582,,,1.4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,EDSM_2021,39.4,7.2,15.0,,,,,,,,,,1463.6,,,,,,54.4,,-0.64,,2184.0,1709.0,0.28,1.67,1.6,0.3,,,232026.0,126200.0,18386.0,2439642.0,306295.0,79650.0,86.46686673995505,4391386,155.6414375821142,1871.484981702268,1
2022,Atsimo-Atsinanana,33.8,48.5,12.4,,,,,,,,,,,,,,,,,,,,,,3.8,10.6,5.5,77.5,,,,,3.65,,,,,,,4,0,0,4,-0.5406408174555974,0.8412535328311812,33.8,0.0,33.8,48.5,0.0,48.5,12.4,0.0,12.4,24.99950836949064,10.05266857445448,35.70152767728825,14.650188627155336,7.721550232138854,4.516620519191582,,,2.8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,EDSM_2021,38.6,7.2,,,,,,,,,,,,,,,,,,,,,2187.0,1711.0,0.3,1.67,1.6,,,,,,,,,,,4200000,145.03182270084608,1390.716108090305,1
2012,Atsimo-Andrefana,23.69656777084284,32.49679610540422,8.800770639462064,29.362841530054645,36.0,23.00054644808743,17.0,3847.9,122.1,77.10491803278688,69.0,24.721857923497268,1015.596174863388,16.00457650273224,6.6775956284153,19773.0,10.804918032786883,824.0,1.0,2978.4,69.0,16.0,318.2,28.068478260869565,3.1,6.1,5.4,71.5,,66900.0,1.54,20.2,,,,1706000.0,1448787.29239677,63900.0,22.672727580544134,2,0,0,1,0.0,1.0,,,23.69656777084284,,,32.49679610540422,,,8.800770639462064,21.363012321971425,5.174296068844173,32.9357811100735,5.378392544199577,6.618321934447647,1.218322214725463,7.630874380845304,6.362295081967215,1.207,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3502.0987811488167,2090.852667066967,,,,,,4.8,4.0,76.8,8.8,ENSOMD_2012,47.3,7.5,21.0,73.5,71.2,71.61818181818181,40.8,12.4,43.6,58.6,0.6,48.5,1497.0,46.2,9.1,15.5,7.7,37.5,41.9,19.5,-0.54,4.6,2133.0,1675.0,0.28,1.69,1.7,0.3,0.2,0.1,447948.0,269997.0,16591.0,3621309.0,475658.0,76133.0,163.65611496037585,4550649,205.65534062084168,2689.4341811220474,0
2013,Atsimo-Andrefana,23.69656777084284,32.49679610540422,8.800770639462064,29.49917808219178,36.0,22.6454794520548,15.0,4232.5,256.9,75.34849315068493,77.0,25.04438356164384,1016.3172602739726,14.69054794520548,6.682191780821918,19706.1,10.79786301369863,669.0,1.0,3835.7,77.0,9.0,351.7,27.76630434782609,2.3,5.5,1.3,72.0,,63750.0,1.78,34.5,,,,1706000.0,1489793.1586164862,63900.0,23.31444692670557,3,0,0,2,0.5406408174555976,0.8412535328311812,23.69656777084284,0.0,23.69656777084284,32.49679610540422,0.0,32.49679610540422,8.800770639462064,0.0,8.800770639462064,21.363012321971425,5.174296068844173,32.9357811100735,5.378392544199577,6.618321934447647,1.218322214725463,6.969681767794868,6.853698630136986,1.931,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3222.9938264013444,1869.6956328105864,-7.96964826491603,,,,,4.8,4.0,76.8,8.8,ENSOMD_2012,46.5,,24.0,73.5,71.2,71.82727272727273,40.8,12.4,43.6,58.6,0.6,48.5,1491.1,47.1,9.5,16.1,8.1,37.4,,19.4,-0.66,3.9,2137.0,1678.0,0.28,1.67,1.7,,0.2,0.1,380848.0,229684.0,16581.0,3114578.0,401316.0,77609.0,136.8814248515654,3610626,158.68205306982463,2121.6368917997006,0
2014,Atsimo-Andrefana,25.6,38.1,5.6,29.36493150684932,36.0,22.795068493150684,16.0,3546.7,201.2,75.44054794520548,56.0,24.7227397260274,1016.482191780822,15.435890410958905,6.673972602739726,19673.7,10.780109589041096,655.0,2.0,2973.2,56.0,6.0,452.1,27.7,3.3,7.2,1.5,72.5,,49223.0,1.55,16.8,,,,1706000.0,1532098.7353344506,63900.0,23.976506030273093,4,45000,68,3,0.9096319953545184,0.4154150130018864,23.69656777084284,1.9034322291571648,24.33104518056189,32.49679610540422,5.603203894595779,34.36453073693615,8.800770639462064,-3.200770639462064,7.733847092974709,21.363012321971425,5.174296068844173,32.9357811100735,5.378392544199577,6.618321934447647,1.218322214725463,8.279508136253225,6.569863013698633,2.5680000000000005,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3247.217788854804,1845.951058261545,0.7515981648809733,,,,,4.8,4.0,76.8,8.8,MICS_2018,45.7,,35.0,73.5,71.2,72.03636363636363,40.8,12.4,43.6,58.6,0.6,48.5,1500.9,48.0,9.9,16.7,8.4,37.4,,19.4,-0.56,10.5,2142.0,1681.0,0.28,1.67,1.7,,0.2,0.1,366172.0,217542.0,16832.0,2929743.0,376323.0,77852.0,125.20280318296454,3977863,169.99429584021428,2178.91649461231,0
2015,Atsimo-Andrefana,25.6,38.1,5.6,28.85150684931507,35.0,23.54082191780822,15.0,5530.6,169.1,73.96219178082191,59.0,24.916164383561643,1016.3791780821916,17.978493150684933,6.568767123287671,19493.0,10.681095890410958,755.0,0.0,5000.2,59.0,8.0,388.4,27.50217391304348,3.3,8.2,1.8,73.0,,47507.0,2.71,53.6,,,,1706000.0,1575444.0804510133,63900.0,24.654836939765467,3,0,0,1,0.9898214418809328,-0.142314838273285,25.6,0.0,24.965522590280944,38.1,0.0,36.23226536846807,5.6,0.0,6.666923546487354,21.363012321971425,5.174296068844173,32.9357811100735,5.378392544199577,6.618321934447647,1.218322214725463,5.216704670255499,5.310684931506849,1.477,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3155.481221746184,1718.2949329657465,-2.8250820571222857,,,,,4.8,4.0,76.8,8.8,MICS_2018,45.0,,52.0,73.5,71.2,72.24545454545455,40.8,12.4,43.6,58.6,0.6,48.5,1508.4,48.9,10.3,17.3,8.7,37.4,,19.3,-0.43,11.0,2147.0,1684.0,0.28,1.67,1.7,,0.2,0.1,329367.0,192137.0,17142.0,2676952.0,346550.0,77246.0,111.25226780008892,3722304,154.69637163510671,1971.071038912372,0
2016,Atsimo-Andrefana,25.6,38.1,5.6,28.927868852459017,36.0,23.54535519125683,17.0,2925.8,97.7,73.51092896174863,52.0,25.31366120218579,1017.1754098360656,18.14084699453552,6.620765027322404,19567.3,10.692513661202186,809.0,1.0,2423.0,52.0,1.0,401.3,26.96086956521739,4.2,6.9,2.0,74.0,,53093.0,2.72,57.1,,,,1706000.0,1617749.6571689774,63900.0,25.31689604333298,3,10000,15,3,0.7557495743542583,-0.654860733945285,25.6,0.0,25.6,38.1,0.0,38.1,5.6,0.0,5.6,21.363012321971425,5.174296068844173,32.9357811100735,5.378392544199577,6.618321934447647,1.218322214725463,9.887165511128243,5.382513661202186,2.256,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3184.2017671732337,1616.7507251586012,0.910179570365388,,,,,4.8,4.0,76.8,8.8,MICS_2018,44.2,,69.0,73.5,71.2,72.45454545454545,40.8,12.4,43.6,58.6,0.6,48.5,1528.6,49.8,10.7,17.9,9.1,37.5,,19.2,-0.29,11.2,2151.0,1687.0,0.28,1.67,1.7,,0.2,,316331.0,182758.0,17309.0,2629478.0,342723.0,76723.0,106.42153195622512,3815849,154.4369248549065,1947.4073647181729,0
2017,Atsimo-Andrefana,25.6,38.1,5.6,29.23068493150685,36.0,23.715616438356165,17.0,3341.8,141.7,73.22684931506849,49.0,23.85095890410959,1016.6438356164384,17.161438356164382,6.717808219178083,19633.1,10.75786301369863,781.0,1.0,2818.7,47.0,0.0,226.3,27.845652173913045,4.1,8.4,2.5,75.0,,59602.0,3.19,58.7,3.08,,,1706000.0,1661679.8720097516,63900.0,26.00437984365809,3,83000,80,4,0.2817325568414296,-0.9594929736144974,25.6,0.0,25.6,38.1,0.0,38.1,5.6,0.0,5.6,21.363012321971425,5.174296068844173,32.9357811100735,5.378392544199577,6.618321934447647,1.218322214725463,8.746988129602864,5.515068493150686,2.641,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3207.061056780647,1661.9746049336782,0.71789702031686,,,,,4.8,4.0,76.8,8.8,MICS_2018,43.4,,59.0,73.5,71.2,72.66363636363637,40.8,12.4,43.6,58.6,0.6,48.5,1548.2,50.7,11.1,18.5,9.4,37.5,,19.0,-0.3,10.1,2155.0,1690.0,0.28,1.67,1.7,,0.2,,281487.0,161716.0,17406.0,2522722.0,328799.0,76725.0,99.40158663107492,3600500,141.86874838574573,1796.1182409858354,0
2018,Atsimo-Andrefana,25.6,38.1,5.6,29.28383561643836,36.0,23.218082191780823,17.0,2280.5,174.2,72.68054794520548,44.0,22.655342465753424,1016.4684931506848,13.37458904109589,6.718356164383562,19743.7,10.818465753424658,580.0,2.0,1294.0,42.0,0.0,815.5,27.85217391304348,4.6,8.6,4.2,75.3,40000.0,60114.0,5.59,93.6,3.18,,,1706000.0,1706000.0,63900.0,26.697965571205007,2,0,0,2,-0.2817325568414294,-0.9594929736144976,25.6,0.0,25.6,38.1,0.0,38.1,5.6,0.0,5.6,21.363012321971425,5.174296068844173,32.9357811100735,5.378392544199577,6.618321934447647,1.218322214725463,12.84097154853688,6.065753424657533,1.5259999999999998,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3309.0533149764565,1665.830970966667,3.1802406125124527,,,,,4.8,4.0,76.8,8.8,MICS_2018,42.4,6.4,25.0,73.5,71.2,72.87272727272727,40.8,12.4,43.6,58.6,0.6,48.5,1557.3,51.6,11.5,19.2,9.7,37.7,50.6,18.9,-0.58,2.5,2159.0,1692.0,0.28,1.67,1.7,0.3,0.2,0.1,215000.0,122963.0,17485.0,2500000.0,319450.0,78260.0,95.9471906662573,4030000,154.66687135400676,1903.6974104247545,0
2019,Atsimo-Andrefana,14.9,26.7,6.8,29.06958904109589,37.0,23.115068493150684,14.0,4428.7,124.1,75.85479452054794,47.0,23.957260273972604,1016.265205479452,17.96945205479452,6.585753424657534,19478.1,10.672931506849316,755.0,10.0,3721.7,46.0,0.0,657.4,27.514130434782608,5.0,6.3,4.0,75.2,40800.0,65760.0,11.2,92.5,3.21,,,1706000.0,1752789.5779369192,63900.0,27.430196837823463,2,0,0,1,-0.7557495743542582,-0.6548607339452852,25.6,-10.7,22.03333333333333,38.1,-11.400000000000002,34.300000000000004,5.6,1.2000000000000002,6.0,21.363012321971425,5.174296068844173,32.9357811100735,5.378392544199577,6.618321934447647,1.218322214725463,6.563910186080767,5.954520547945208,1.138,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3560.435825605637,1745.795143860416,7.596810528601883,,,,,4.8,4.0,76.8,8.8,EDSM_2021,41.4,,20.0,73.5,71.2,73.08181818181818,40.8,12.4,43.6,58.6,0.6,48.5,1585.5,52.5,11.9,19.9,10.1,37.8,,18.8,-0.32,3.0,2163.0,1695.0,0.28,1.67,1.7,,0.2,0.1,219220.0,126258.0,17363.0,2913862.0,369977.0,78758.0,108.84550003093987,3910629,146.0791104522089,1877.889552417082,0
2020,Atsimo-Andrefana,14.9,26.7,6.8,28.503278688524592,35.0,22.14535519125683,15.0,1460.3,34.4,75.2344262295082,46.0,24.70546448087432,1016.324043715847,19.66653005464481,6.451912568306011,19324.9,10.560054644808742,559.0,0.0,1047.0,43.0,0.0,296.5,26.62717391304348,5.5,7.2,4.5,77.4,,,0.98,102.5,3.2,,,1706000.0,1799514.1703489255,63900.0,28.161411116571603,3,0,0,2,-0.9898214418809328,-0.1423148382732852,14.9,0.0,18.46666666666667,26.7,0.0,30.5,6.8,0.0,6.4,21.363012321971425,5.174296068844173,32.9357811100735,5.378392544199577,6.618321934447647,1.218322214725463,19.518782913459283,6.3579234972677625,1.829,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3583.02095770052,1996.883604241949,0.6343361656024449,,,,,4.8,4.0,76.8,8.8,EDSM_2021,40.4,,22.0,73.5,71.2,73.29090909090908,40.8,12.4,43.6,58.6,0.6,48.5,1436.2,53.4,12.3,20.5,10.4,,,18.7,-0.53,4.2,2167.0,1697.0,0.28,1.67,1.6,,0.2,0.1,224883.0,127026.0,17704.0,2599679.0,328226.0,79204.0,94.58793328879533,4227927,153.830867974814,1889.7225511614288,0
2021,Atsimo-Andrefana,14.9,26.7,6.8,29.14246575342466,36.0,22.07890410958904,15.0,3526.5,289.6,75.62246575342466,50.0,24.376438356164385,1016.5890410958904,21.17931506849315,6.487671232876712,19062.8,10.4453698630137,598.0,5.0,3142.5,48.0,0.0,306.1,27.541304347826088,6.0,5.5,5.0,78.0,,,,,3.34,0.41,0.43,1706000.0,1847343.5166844432,63900.0,28.90991418911492,2,3000,5,2,-0.9096319953545186,0.415415013001886,14.9,0.0,14.9,26.7,0.0,26.7,6.8,0.0,6.8,21.363012321971425,5.174296068844173,32.9357811100735,5.378392544199577,6.618321934447647,1.218322214725463,8.263849639422844,7.06356164383562,1.5439999999999998,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,4.8,4.0,76.8,8.8,EDSM_2021,39.4,7.2,15.0,73.5,71.2,73.5,40.8,12.4,43.6,58.6,0.6,48.5,1463.6,,,,,,54.4,,-0.64,,2184.0,1709.0,0.28,1.67,1.6,0.3,,,232026.0,126200.0,18386.0,2439642.0,306295.0,79650.0,86.46686673995505,4391386,155.6414375821142,1871.484981702268,0
